序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,003042,中农联合,18.2,5.57,0.96,352520.0,647845041.71,10.03,18.96,17.23,18.12,17.24,5.44,27.82,159.72,1.91,2593136000.0,2306215912.0,-0.27,3.76,18.95,27.72
139,300627,华测导航,45.1,5.57,2.38,127300.0,568043326.99,6.16,45.35,42.72,42.72,42.72,2.59,2.77,43.86,6.53,25042855325.0,20712810459.0,-0.07,0.0,3.85,7.89
140,688498,源杰科技,138.83,5.53,7.28,30067.0,411391643.0,6.24,139.2,130.99,130.99,131.55,1.78,5.0,208.31,5.7,11932122801.0,8350523293.0,0.0,0.04,-4.37,3.53
141,688003,天准科技,51.33,5.51,2.68,101490.0,509693230.0,7.07,51.76,48.32,50.6,48.65,1.53,5.24,-76.92,5.2,9937231350.0,9937231350.0,0.0,0.39,-13.8,18.55
142,600679,上海凤凰,14.38,5.5,0.75,355235.0,506095747.0,7.34,14.7,13.7,13.7,13.63,1.61,10.34,60.38,3.62,7409931416.0,4942323416.0,0.0,-0.07,1.77,9.52
143,603800,洪田股份,23.91,5.47,1.24,87940.0,208548580.0,6.88,24.23,22.67,22.67,22.67,1.31,4.23,-49.24,6.27,4973280000.0,4973280000.0,-0.17,-0.21,-15.51,-5.31
144,688648,中邮科技,59.71,5.44,3.08,119236.0,697922035.0,11.8,62.0,55.32,61.2,56.63,0.89,18.03,-91.39,5.29,8120560000.0,3948558052.0,-0.48,0.42,142.92,156.38
145,300517,海波重科,10.5,5.42,0.54,108470.0,112283277.15,7.03,10.62,9.92,9.92,9.96,1.99,8.75,811.24,2.06,2104299089.0,1302227976.0,0.1,0.0,13.64,26.35
146,300730,科创信息,13.06,5.41,0.67,233628.0,297902042.76,7.34,13.14,12.23,12.35,12.39,1.96,11.88,-30.65,11.1,3149274648.0,2568616665.0,0.0,0.69,-19.58,7.31
147,301598,博科测试,65.3,5.32,3.3,36566.0,242817548.67,11.29,69.66,62.66,62.66,62.0,4.35,24.83,68.22,4.17,3845988662.0,961497182.0,-0.02,-0.26,-12.11,-2.03
148,834639,晨光电缆,9.97,5.28,0.5,211449.0,203988163.22,8.03,9.98,9.22,9.23,9.47,1.67,18.04,179.27,2.4,2009952000.0,1168642354.0,0.1,1.73,41.62,68.13
149,603150,万朗磁塑,36.46,5.28,1.83,94396.0,340481133.0,6.35,37.25,35.05,35.56,34.63,1.24,17.64,20.73,1.91,3116710180.0,1951207215.0,-0.08,-0.16,-5.72,37.53
150,002568,百润股份,28.77,5.27,1.44,199497.0,564354695.64,5.56,28.91,27.39,27.57,27.33,1.44,2.78,41.61,6.89,30190344835.0,20656392919.0,0.07,0.28,12.38,2.71
151,301326,捷邦科技,63.47,5.26,3.17,33750.0,210707238.81,10.25,64.88,58.7,59.9,60.3,1.4,12.56,-101.87,3.63,4582078793.0,1705779607.0,-0.03,0.0,-23.11,-13.17
152,688102,斯瑞新材,11.83,5.25,0.59,264062.0,313234099.0,9.61,12.26,11.18,11.25,11.24,2.74,3.63,66.54,7.7,8604407239.0,8604407239.0,0.25,0.17,21.46,34.74
153,688786,悦安新材,26.26,5.21,1.3,22325.0,58129572.0,7.01,26.66,24.91,24.91,24.96,2.56,1.86,46.73,4.51,3146823403.0,3146823403.0,0.0,-0.08,-4.86,6.62
154,301318,维海德,31.89,5.21,1.58,64193.0,201311147.4,7.69,32.3,29.97,30.31,30.31,2.64,10.97,25.46,2.36,4309323636.0,1866000203.0,-0.03,-0.06,-5.43,8.03
155,002724,海洋王,6.92,5.17,0.34,618218.0,424672001.4,10.79,7.23,6.52,6.61,6.58,3.35,10.81,121.6,2.03,5338766118.0,3956618063.0,0.0,0.44,36.22,30.08
156,300859,西域旅游,36.65,5.16,1.8,71966.0,260541155.03,5.48,37.0,35.09,35.16,34.85,1.64,4.64,-47.96,8.34,5680750000.0,5680750000.0,0.0,-0.03,9.27,5.07
157,301591,肯特股份,43.8,5.16,2.15,100443.0,434829465.34,8.33,44.66,41.19,41.81,41.65,2.11,29.59,42.65,4.24,3684456000.0,1486954155.0,0.0,0.16,6.41,15.35
158,600243,*ST海华,3.26,5.16,0.16,313367.0,99500954.0,5.81,3.26,3.08,3.14,3.1,1.36,7.14,-445.12,2.24,1430651000.0,1430651000.0,0.0,0.0,2.19,-11.65
159,688319,欧林生物,17.96,5.15,0.88,104204.0,185481334.0,7.03,18.2,17.0,17.22,17.08,1.51,2.57,-257.66,7.93,7290567456.0,7281151028.0,-0.11,-0.17,35.24,69.43
160,002161,远 望 谷,6.54,5.14,0.32,1349503.0,871816456.41,13.5,6.84,6.0,6.2,6.22,2.11,18.91,-49.93,3.23,4838013396.0,4666023848.0,0.0,-0.3,4.14,17.41
161,688685,迈信林,58.85,5.13,2.87,53049.0,305986177.0,7.13,58.99,55.0,56.47,55.98,1.52,3.65,52.83,10.74,8558359353.0,8558359353.0,0.1,0.14,-0.54,77.31
162,688578,艾力斯,90.38,5.13,4.41,62613.0,561516912.0,6.0,91.28,86.12,86.12,85.97,1.76,1.39,24.77,7.45,40671000000.0,40671000000.0,0.02,0.07,13.23,50.88
163,300468,四方精创,19.26,5.13,0.94,745578.0,1421999152.74,8.02,19.55,18.08,18.46,18.32,2.16,14.07,198.12,6.4,10220305037.0,10203833692.0,0.05,0.05,7.3,18.16
164,002168,*ST惠程,3.3,5.1,0.16,131878.0,43028401.0,5.1,3.3,3.14,3.18,3.14,0.85,1.68,-38.4,-35.26,2587739114.0,2587739114.0,0.0,0.0,38.08,19.13
165,688550,瑞联新材,43.61,5.08,2.11,86254.0,374633241.0,6.96,44.25,41.36,41.54,41.5,1.31,5.01,41.12,2.53,7505588799.0,7505588799.0,0.05,-0.02,35.65,42.05
166,300093,*ST金刚,10.98,5.07,0.53,177483.0,193081851.83,7.66,11.25,10.45,10.48,10.45,1.63,8.23,-4.7,-2.57,2371680000.0,2367911664.0,-0.18,0.83,-24.22,-20.49
167,605081,*ST太和,14.82,5.03,0.71,10567.0,15660694.0,0.0,14.82,14.82,14.82,14.11,0.26,0.93,-72.18,1.73,1678321607.0,1678321607.0,0.0,0.0,47.9,41.41
168,300850,新强联,30.88,5.03,1.48,93564.0,285463214.56,5.51,31.0,29.38,29.38,29.4,1.72,3.5,17.24,2.11,11758835468.0,8260157993.0,0.03,-0.1,20.81,62.36
169,002771,真视通,15.89,5.02,0.76,205460.0,328711562.9,11.1,16.64,14.96,15.14,15.13,4.98,11.77,-52.54,5.09,3333151549.0,2773037868.0,0.06,0.06,-15.84,-9.61
170,872895,花溪科技,32.43,5.02,1.55,33441.0,104519318.37,11.4,32.8,29.28,30.3,30.88,1.28,11.64,-155.1,9.37,1833073320.0,931937667.0,0.12,0.0,93.04,167.8
171,600228,*ST返利,4.39,5.02,0.21,267045.0,113837608.0,7.66,4.39,4.07,4.22,4.18,1.34,6.38,-32.91,4.15,1840605735.0,1836324607.0,0.0,0.0,-13.41,-28.85
172,002569,*ST步森,9.65,5.01,0.46,68630.0,65094469.0,5.66,9.65,9.13,9.45,9.19,1.35,4.9,-83.39,45.84,1389696500.0,1350579501.0,0.0,0.0,2.44,-7.83
173,603580,*ST艾艾,14.71,5.0,0.7,17448.0,25665831.0,0.0,14.71,14.71,14.71,14.01,0.59,1.34,88.82,4.53,1922202772.0,1922202772.0,0.0,0.0,-18.05,-16.04
174,603838,*ST四通,5.67,5.0,0.27,21151.0,11914998.0,3.15,5.67,5.5,5.6,5.4,1.1,0.66,-52.3,1.88,1814490720.0,1814490720.0,0.0,0.0,2.16,1.43
175,002058,*ST威尔,11.56,5.0,0.55,62513.0,71576565.0,3.63,11.56,11.16,11.56,11.01,2.07,4.37,-73.5,13.8,1658262718.0,1653485721.0,0.0,0.0,-1.53,7.74
176,300867,圣元环保,21.02,5.0,1.0,377099.0,788624698.72,9.54,21.69,19.78,19.82,20.02,1.11,19.68,22.38,1.53,5711996934.0,4028016818.0,0.0,0.1,56.63,62.57
177,600193,*ST创兴,4.63,4.99,0.22,499837.0,222872202.0,8.84,4.63,4.24,4.48,4.41,1.22,11.75,-93.06,20.04,1969476990.0,1969476990.0,0.0,0.0,12.65,36.58
178,002313,日海智能,9.46,4.99,0.45,504973.0,485613804.44,10.1,9.91,9.0,9.03,9.01,4.92,13.49,-29.57,95.42,3541824000.0,3541787816.0,0.11,0.32,-14.0,20.66
179,002898,*ST赛隆,11.81,4.98,0.56,119970.0,141684374.3,0.09,11.81,11.8,11.81,11.25,2.3,11.85,-500.37,4.17,2078560000.0,1195910845.0,0.0,0.0,14.22,22.77
180,300856,科思股份,21.7,4.98,1.03,116050.0,251096745.62,8.95,22.44,20.59,20.67,20.67,3.24,3.56,38.39,2.8,7373149312.0,7076582595.0,0.14,-0.14,-12.46,-15.3
181,000668,*ST荣控,7.65,4.94,0.36,60903.0,46173063.56,3.43,7.65,7.4,7.6,7.29,1.09,4.15,-19.24,1.56,1123340459.0,1123340459.0,0.0,0.0,27.29,18.97
182,300304,云意电气,7.65,4.94,0.36,371888.0,281954900.2,6.04,7.73,7.29,7.32,7.29,3.28,4.35,17.27,2.2,6717799443.0,6545212888.0,-0.13,-0.13,-11.46,-3.65
183,600753,*ST庚星,6.81,4.93,0.32,60472.0,40865164.0,4.01,6.81,6.55,6.7,6.49,2.24,2.63,-256.16,-315.55,1568391862.0,1568391862.0,0.0,0.0,26.11,8.96
184,300945,曼卡龙,23.22,4.93,1.09,495208.0,1076343240.0,17.62,24.0,20.1,20.82,22.13,1.1,20.78,35.37,3.67,6085303225.0,5534092190.0,0.09,0.91,103.51,102.09
185,300402,宝色股份,18.29,4.93,0.86,256550.0,466084957.7,7.17,18.56,17.31,17.43,17.43,2.85,10.53,59.82,3.04,4513798190.0,4455782310.0,0.05,0.11,18.84,24.0
186,001318,阳光乳业,14.08,4.92,0.66,268004.0,374187175.8,6.78,14.36,13.45,13.53,13.42,2.83,34.78,45.1,2.79,3979852800.0,1085004800.0,0.14,0.28,16.36,23.83
187,002134,天津普林,21.95,4.92,1.03,147022.0,315247211.88,8.6,22.18,20.38,21.3,20.92,1.82,5.98,2662.18,11.17,5396402408.0,5396402408.0,0.0,0.18,8.77,14.32
188,600355,*ST精伦,2.99,4.91,0.14,625380.0,183795568.0,5.61,2.99,2.83,2.99,2.85,1.22,12.71,-37.6,11.99,1471346708.0,1471346708.0,0.0,0.0,-35.0,-12.32
189,600130,*ST波导,3.64,4.9,0.17,538249.0,190883608.0,6.05,3.64,3.43,3.47,3.47,1.28,7.18,328.53,2.83,2730000000.0,2730000000.0,0.0,0.0,-4.71,-22.88
190,688489,三未信安,34.24,4.9,1.6,15876.0,53826729.0,6.74,34.8,32.6,32.6,32.64,2.19,3.14,-28.88,2.18,3929672618.0,1730248961.0,0.0,0.12,-13.16,-0.75
191,300394,天孚通信,77.63,4.89,3.62,245818.0,1872591581.94,4.39,77.74,74.49,74.9,74.01,1.41,4.44,31.92,9.86,43107711156.0,43013541774.0,0.01,0.39,-22.52,-15.03
192,000609,*ST中迪,3.22,4.89,0.15,225381.0,71856208.24,3.58,3.22,3.11,3.11,3.07,0.78,7.74,-8.3,8.53,963634981.0,937207636.0,0.0,0.0,19.26,28.29
193,600200,*ST苏吴,2.8,4.87,0.13,594027.0,164489907.0,4.12,2.8,2.69,2.7,2.67,0.85,8.36,-7.09,1.14,1994025130.0,1990462544.0,0.0,0.0,-65.26,-69.96
194,300961,深水海纳,17.02,4.87,0.79,302315.0,521408701.35,10.23,17.66,16.0,16.08,16.23,1.66,19.9,73.88,3.93,3017305600.0,2585187935.0,0.0,-0.18,38.26,69.35
195,002630,ST华西,2.6,4.84,0.12,1037671.0,269572937.2,0.81,2.6,2.58,2.58,2.48,0.67,9.76,45.54,18.88,3070080000.0,2765437584.0,0.0,0.0,-42.98,-25.29
196,300240,飞力达,9.33,4.83,0.43,891553.0,858294779.16,14.38,10.2,8.92,8.92,8.9,1.52,24.54,1445.52,2.4,3466682324.0,3390324941.0,-0.21,0.32,39.67,42.01
197,300631,久吾高科,23.87,4.83,1.1,126979.0,299004843.57,5.8,23.89,22.57,22.71,22.77,1.24,10.6,42.24,2.35,2984786531.0,2859081907.0,0.13,0.42,7.67,13.13
198,600190,*ST锦港,0.87,4.82,0.04,785549.0,64365890.0,9.64,0.87,0.79,0.79,0.83,2.38,4.41,18.51,-12.52,1741993605.0,1548151541.0,0.0,0.0,-37.41,-45.96
199,600006,东风股份,8.11,4.78,0.37,1482083.0,1213401855.0,5.17,8.39,7.99,7.99,7.74,1.36,7.41,26.82,1.92,16220000000.0,16220000000.0,0.0,-0.12,5.46,10.04
200,002174,游族网络,13.62,4.77,0.62,1089130.0,1467196287.17,10.0,14.15,12.85,12.87,13.0,1.47,11.9,126.25,3.04,12474863565.0,12467346346.0,0.0,-0.58,35.93,45.67
201,301189,奥尼电子,26.0,4.75,1.18,56314.0,144828101.58,9.75,26.77,24.35,24.77,24.82,3.3,13.77,-27.85,1.4,3026308090.0,1063084698.0,0.15,0.19,-2.8,8.11
202,002229,鸿博股份,17.43,4.75,0.79,1765257.0,3040914029.63,6.13,17.68,16.66,16.88,16.64,1.15,35.79,25.56,6.47,8648617636.0,8595853766.0,0.06,0.17,27.97,45.37
203,300875,捷强装备,31.1,4.68,1.39,106851.0,328388305.96,9.42,31.8,29.0,29.42,29.71,1.72,12.48,-149.85,3.23,3104860756.0,2663389694.0,0.0,0.23,6.07,10.44
204,300082,奥克股份,7.16,4.68,0.32,382609.0,273758371.15,10.09,7.47,6.78,6.84,6.84,1.52,5.64,-370.88,1.77,4869503112.0,4855967404.0,0.14,0.28,1.13,14.19
205,603062,麦加芯彩,47.59,4.64,2.11,21700.0,102241749.0,6.88,48.44,45.31,45.61,45.48,2.71,5.73,25.63,2.57,5139720000.0,1803013776.0,0.02,0.19,29.67,36.32
206,002485,ST雪发,3.2,4.58,0.14,69688.0,22077559.0,3.92,3.21,3.09,3.1,3.06,1.06,1.28,-50.59,1.42,1740800000.0,1740800000.0,-0.31,-0.31,11.89,-1.23
207,605255,天普股份,18.35,4.56,0.8,66448.0,120169463.0,5.53,18.43,17.46,17.46,17.55,1.98,4.96,70.49,2.98,2460368000.0,2460368000.0,0.11,0.16,21.28,45.75
208,603607,京华激光,33.5,4.56,1.46,531328.0,1673697934.0,17.67,34.82,29.16,32.01,32.04,1.67,29.76,58.84,5.69,5980312800.0,5980312800.0,0.6,-1.0,90.45,105.77
209,300185,通裕重工,2.77,4.53,0.12,1785781.0,492168125.71,7.17,2.84,2.65,2.65,2.65,3.71,4.9,69.43,1.62,10794653566.0,10101942645.0,0.0,0.0,10.8,7.78
210,300709,精研科技,39.38,4.51,1.7,135796.0,531904797.13,6.98,40.15,37.52,37.86,37.68,1.91,9.1,-104.7,3.45,7327699698.0,5876537050.0,0.03,0.1,-10.66,-1.97
211,002258,利尔化学,12.09,4.49,0.52,1489084.0,1850442687.29,6.48,12.73,11.98,12.73,11.57,4.93,18.63,15.81,1.25,9677286087.0,9661727671.0,0.0,-1.31,49.08,49.81
212,603009,北特科技,49.17,4.39,2.07,251909.0,1226280847.0,9.49,50.58,46.11,47.12,47.1,1.21,7.44,180.46,9.93,16645331681.0,16639569055.0,-0.02,-0.08,-17.83,26.08
213,600259,广晟有色,44.62,4.33,1.85,155776.0,684606605.0,5.56,44.98,42.6,42.6,42.77,0.95,4.63,79.39,4.4,15011770304.0,15011770304.0,0.04,-0.11,47.99,60.45
214,300791,仙乐健康,24.26,4.3,1.0,143200.0,334451544.39,8.56,24.39,22.4,23.17,23.26,1.57,5.58,27.22,3.34,7473794503.0,6225841277.0,0.12,0.87,18.28,22.84
215,688513,苑东生物,36.38,4.27,1.49,47669.0,172501629.0,6.99,37.09,34.65,34.65,34.89,1.55,2.7,26.5,2.32,6422243473.0,6422243473.0,0.0,0.0,15.68,20.74
216,688196,卓越新能,41.73,4.27,1.71,21218.0,87587349.0,5.62,41.9,39.65,40.47,40.02,2.01,1.77,20.42,1.75,5007600000.0,5007600000.0,0.0,-0.12,4.35,24.23
217,603883,老百姓,19.08,4.26,0.78,347466.0,658312430.0,7.27,19.34,18.01,18.35,18.3,1.99,4.58,14.47,2.12,14502624296.0,14479625703.0,-0.05,-0.05,19.55,16.55
218,002990,盛视科技,30.65,4.25,1.25,183637.0,556488329.46,7.38,31.28,29.11,29.2,29.4,1.01,13.69,66.18,3.36,8009071442.0,4110023642.0,0.03,0.2,-0.58,33.49
219,603109,神驰机电,28.92,4.25,1.18,173885.0,505612033.0,8.76,30.18,27.75,27.95,27.74,1.3,8.33,21.7,3.03,6039894571.0,6039894571.0,0.0,0.0,21.72,62.93
220,300476,胜宏科技,83.38,4.23,3.38,514605.0,4264242812.93,5.6,84.96,80.48,81.0,80.0,1.42,6.02,19.53,7.44,71930978887.0,71307302490.0,-0.02,-0.01,56.44,99.52
221,002286,保龄宝,12.85,4.22,0.52,794131.0,1025664112.86,6.0,13.3,12.56,13.0,12.33,1.42,21.49,23.59,2.28,4751510833.0,4749459973.0,-0.46,-0.39,67.54,74.12
222,688411,海博思创,70.23,4.2,2.83,24259.0,172393790.0,7.67,72.5,67.33,67.33,67.4,2.2,6.8,33.69,3.13,12647895713.0,2503659118.0,-0.03,-0.1,7.35,262.38
223,300453,三鑫医疗,8.19,4.2,0.33,216411.0,176028170.88,5.6,8.35,7.91,7.95,7.86,3.33,6.07,19.91,3.35,4278435730.0,2919903280.0,0.12,0.24,11.28,12.81
224,601890,亚星锚链,8.77,4.16,0.35,656473.0,567644300.0,6.06,8.85,8.34,8.43,8.42,2.94,6.84,40.07,2.29,8413938000.0,8413938000.0,-0.11,0.23,15.7,12.58
225,300187,永清环保,5.03,4.14,0.2,265512.0,134008807.4,10.35,5.31,4.81,4.81,4.83,4.34,4.13,29.6,3.06,3247479490.0,3230271241.0,0.0,0.2,0.6,1.41
226,000026,飞亚达,14.34,4.14,0.57,284029.0,401032208.44,5.16,14.48,13.77,13.78,13.77,1.08,7.79,32.11,1.77,5818655860.0,5230792092.0,0.14,0.35,33.64,43.83
227,002080,中材科技,17.15,4.13,0.68,349291.0,592294327.29,5.16,17.27,16.42,16.51,16.47,1.39,2.08,19.87,1.56,28779819466.0,28779819466.0,0.06,0.12,12.83,31.12
228,000151,中成股份,14.9,4.12,0.59,469408.0,716894294.16,7.69,15.74,14.64,15.74,14.31,8.49,15.24,-45.11,14.8,5026823847.0,4588226956.0,-0.27,1.43,10.13,5.6
229,002438,江苏神通,11.87,4.12,0.47,336973.0,397015949.83,6.14,12.0,11.3,11.35,11.4,2.48,7.19,16.83,1.67,6024469662.0,5565613517.0,0.0,0.08,1.63,-2.7
230,002602,ST华通,9.39,4.1,0.37,1079636.0,998330769.08,4.32,9.39,9.0,9.08,9.02,1.21,1.57,12.96,2.6,69979509930.0,64591070683.0,0.32,0.43,45.81,82.68
231,600421,*ST华嵘,7.15,4.08,0.28,70835.0,49914736.0,4.8,7.21,6.88,7.05,6.87,0.78,3.62,-337.47,194.28,1398540000.0,1398540000.0,0.28,1.13,-0.56,-1.65
232,600386,北巴传媒,4.59,4.08,0.18,495497.0,231520359.0,9.52,4.85,4.43,4.43,4.41,2.56,6.14,-114.5,2.1,3701376000.0,3701376000.0,0.0,0.22,-5.94,2.68
233,605118,XD力鼎光,19.64,4.08,0.77,49953.0,96676515.0,4.24,19.67,18.87,18.87,18.87,1.82,1.23,35.46,5.62,8065833760.0,7995758240.0,0.1,-0.05,-1.46,12.23
234,605123,派克新材,59.02,4.07,2.31,60714.0,358300886.0,10.03,62.0,56.31,56.5,56.71,3.18,5.01,23.34,1.59,7151506046.0,7151506046.0,0.0,-0.03,14.85,9.78
235,920082,方正阀门,19.96,4.07,0.78,53327.0,106036202.85,7.19,20.33,18.95,19.19,19.18,1.6,16.44,23.0,5.69,2901285800.0,647351003.0,-0.05,-0.1,20.39,36.25
236,600353,旭光电子,11.1,4.03,0.43,1062322.0,1163978163.0,8.62,11.35,10.43,10.49,10.67,1.14,12.82,76.41,5.12,9212736253.0,9199803865.0,-0.54,-0.36,33.09,55.03
237,688313,仕佳光子,29.3,4.01,1.13,272679.0,791700923.0,6.11,29.85,28.13,28.39,28.17,1.25,5.94,36.06,10.4,13442908210.0,13442908210.0,0.03,0.0,55.6,78.77
238,603007,*ST花王,6.23,4.01,0.24,425761.0,260733021.0,8.18,6.29,5.8,6.29,5.99,2.81,8.52,-130.2,10.82,5463062709.0,3113945747.0,0.16,0.0,-24.58,-38.07
239,300065,海兰信,17.18,4.0,0.66,1220444.0,2085270416.8,7.63,17.66,16.4,16.57,16.52,1.55,18.61,88.91,7.1,12378095562.0,11267444760.0,0.06,0.06,41.75,109.51
240,600218,全柴动力,9.15,3.98,0.35,233601.0,213636751.0,6.59,9.38,8.8,8.8,8.8,2.37,5.36,33.39,1.23,3985739259.0,3985739259.0,0.11,0.22,3.62,15.82
241,830896,旺成科技,23.5,3.98,0.9,56518.0,130599611.31,8.14,23.95,22.11,22.6,22.6,1.13,12.73,43.22,5.56,2378769640.0,1043442535.0,0.13,0.73,6.05,66.67
242,600032,浙江新能,8.11,3.97,0.31,455147.0,365751561.0,9.1,8.41,7.7,7.74,7.8,2.49,1.89,58.09,1.56,19501916878.0,19501916878.0,-0.25,-0.25,8.42,9.59
243,833075,柏星龙,35.35,3.97,1.35,79249.0,265476433.33,10.79,35.67,32.0,32.8,34.0,1.04,22.72,197.39,6.04,2291210250.0,1232967842.0,0.0,1.0,2.67,34.62
244,301396,宏景科技,68.38,3.95,2.6,129877.0,875445937.27,5.88,68.88,65.01,65.78,65.78,1.17,17.07,121.21,8.67,10497529864.0,5202423909.0,0.0,0.21,89.84,241.56
245,605069,正和生态,11.64,3.93,0.44,300496.0,348363979.0,6.7,11.95,11.2,11.2,11.2,1.28,35.7,14.66,2.69,2464162136.0,979637276.0,-0.09,-0.09,45.86,52.56
246,000639,西王食品,3.45,3.92,0.13,2777243.0,953475365.23,9.94,3.65,3.32,3.37,3.32,3.05,25.73,123.87,1.28,3724026928.0,3724020552.0,-0.29,-0.58,2.99,-4.17
247,600215,派斯林,8.22,3.92,0.31,175271.0,143580845.0,5.18,8.37,7.96,7.99,7.91,1.57,3.84,-71.47,1.91,3805822024.0,3755577274.0,-0.12,0.12,-5.95,20.18
248,002131,利欧股份,3.72,3.91,0.14,4225640.0,1541053947.35,7.82,3.8,3.52,3.58,3.58,2.11,7.22,58.3,1.94,25191016775.0,21760973120.0,0.0,0.54,-12.06,20.39
249,002264,新 华 都,6.66,3.9,0.25,475693.0,316826439.67,7.49,6.9,6.42,6.42,6.41,2.16,7.26,12.87,2.45,4794266015.0,4360853515.0,0.0,-0.15,6.56,7.77
250,002148,北纬科技,6.7,3.88,0.25,430911.0,287083919.31,8.37,6.98,6.44,6.44,6.45,3.5,9.59,-123.2,3.09,3741798111.0,3010427994.0,0.0,0.15,-17.18,1.36
251,688501,青达环保,29.27,3.87,1.09,40977.0,119406509.0,4.79,29.78,28.43,28.43,28.18,1.28,3.33,13.11,3.5,3602288170.0,3602288170.0,-0.2,-0.14,95.26,108.62
252,002335,科华数据,39.72,3.87,1.48,280828.0,1113706743.73,5.75,40.6,38.4,38.63,38.24,2.16,6.18,74.23,3.39,20472245709.0,18059597420.0,0.0,-0.35,-22.03,37.34
253,301371,敷尔佳,26.65,3.86,0.99,87915.0,231875676.55,8.14,27.2,25.11,25.48,25.66,1.55,11.38,37.92,2.59,13860771600.0,2059298800.0,-0.56,-0.74,-2.67,-4.55
254,601001,晋控煤业,12.38,3.86,0.46,240664.0,293873513.0,4.11,12.39,11.9,11.93,11.92,0.88,1.44,10.11,1.08,20720406000.0,20720406000.0,0.0,0.0,6.27,-9.44
255,300472,*ST新元,3.5,3.86,0.13,213848.0,73492250.2,5.34,3.54,3.36,3.38,3.37,0.8,8.7,-13.98,112.98,963405174.0,860445523.0,0.29,0.29,-57.63,-46.65
256,300746,汉嘉设计,13.84,3.83,0.51,130932.0,182260855.0,6.68,14.49,13.6,13.6,13.33,0.99,5.9,76.35,4.12,3124218460.0,3070877591.0,0.07,-0.07,1.24,21.3
257,000546,金圆股份,4.61,3.83,0.17,513124.0,238639489.67,10.14,4.88,4.43,4.44,4.44,4.78,7.37,55.43,0.86,3584958488.0,3211811000.0,-0.43,-0.22,-9.61,-6.49
258,001229,魅视科技,31.76,3.82,1.17,35245.0,111853058.0,8.7,32.98,30.32,30.65,30.59,3.94,11.99,135.55,3.18,3176000000.0,933931670.0,-0.09,0.0,-11.66,-11.11
259,603004,鼎龙科技,23.16,3.81,0.85,184004.0,420479581.0,6.36,23.38,21.96,22.15,22.31,1.91,31.25,37.91,2.69,5454643200.0,1363660800.0,0.0,-0.81,-5.04,12.37
260,300411,金盾股份,13.07,3.81,0.48,405026.0,528118943.11,7.23,13.33,12.42,12.52,12.59,1.88,13.22,127.2,5.52,5313216491.0,4004651594.0,-0.08,0.0,-14.74,-0.91
261,301339,通行宝,16.65,3.8,0.61,298338.0,508536426.99,11.47,18.0,16.16,16.19,16.04,3.04,17.75,50.77,3.66,9662549778.0,2798213469.0,0.06,0.18,3.67,16.43
262,601009,南京银行,11.32,3.76,0.41,1547928.0,1722604185.0,3.94,11.34,10.91,10.91,10.91,2.39,1.4,5.13,0.76,125369475372.0,125369475372.0,-0.09,0.18,11.42,6.29
263,000951,中国重汽,17.97,3.75,0.65,230423.0,409168496.16,4.33,17.99,17.24,17.31,17.32,1.59,1.96,17.01,1.35,21112402399.0,21112402399.0,-0.06,0.06,2.51,5.83
264,600137,浪莎股份,19.9,3.75,0.72,154757.0,298947650.0,9.59,20.44,18.6,19.04,19.18,1.24,15.92,51.92,3.51,1934630001.0,1934630001.0,-0.05,-0.05,19.52,41.64
265,000531,穗恒运Ａ,6.38,3.74,0.23,268377.0,170960186.87,6.02,6.53,6.16,6.17,6.15,3.79,2.95,17.04,0.99,6644140498.0,5804176213.0,-0.31,-0.31,2.08,10.76
266,688580,伟思医疗,45.3,3.73,1.63,25868.0,116107313.0,3.43,45.47,43.97,44.09,43.67,1.05,2.7,32.65,2.61,4338439346.0,4338439346.0,-0.04,-0.04,36.28,62.31
267,832023,田野股份,5.28,3.73,0.19,413232.0,213779782.99,7.66,5.34,4.95,4.98,5.09,1.8,15.37,95.23,1.44,1728165120.0,1419309038.0,0.0,0.19,-20.96,18.65
268,301066,万事利,17.31,3.71,0.62,206701.0,350184140.57,7.85,17.43,16.12,16.61,16.69,2.09,10.95,71.58,4.87,3268823204.0,3267896790.0,0.0,0.06,19.71,26.35
269,603699,纽威股份,31.2,3.69,1.11,57052.0,175827733.0,5.32,31.61,30.01,30.09,30.09,1.2,0.76,22.82,5.21,23979498223.0,23546324662.0,-0.45,-0.41,25.81,40.73
270,300048,合康新能,5.9,3.69,0.21,992081.0,579563375.52,7.38,6.0,5.58,5.61,5.69,2.92,8.89,58.49,3.8,6588538006.0,6582199194.0,0.0,0.0,14.12,17.06
271,603089,正裕工业,12.08,3.69,0.43,134338.0,163143524.0,6.7,12.65,11.87,11.87,11.65,1.97,5.92,22.68,2.18,2740344412.0,2740344412.0,-0.17,-0.08,17.17,34.67
272,600696,*ST岩石,8.19,3.67,0.29,237195.0,191886313.0,7.59,8.3,7.7,8.3,7.9,1.78,7.09,-35.44,7.21,2739304640.0,2739304640.0,-0.12,0.24,-26.61,-33.41
273,301148,嘉戎技术,20.73,3.65,0.73,61209.0,127866390.66,7.0,21.59,20.19,20.27,20.0,2.57,15.9,46.84,1.41,2414984468.0,797878628.0,0.0,0.0,12.18,15.75
